iter	Passed	Remaining
207	13323	114787
208	13380	114664
209	13440	114563
210	13496	114430
211	13545	114244
212	13587	113998
213	13641	113852
214	13682	113594
215	13730	113403
216	13785	113269
217	13839	113124
218	13892	112977
219	13948	112859
220	14003	112721
221	14061	112621
222	14114	112474
223	14165	112308
224	14215	112142
225	14262	111954
226	14314	111807
227	14365	111646
228	14416	111488
229	14473	111379
230	14530	111274
231	14591	111196
232	14641	111035
233	14696	110915
234	14744	110740
235	14801	110633
236	14851	110480
237	14908	110369
238	14954	110187
239	15007	110052
240	15057	109903
241	15112	109783
242	15160	109618
243	15214	109492
244	15267	109362
245	15311	109171
246	15368	109073
247	15419	108933
248	15478	108849
249	15531	108717
250	15585	108600
251	15636	108464
252	15687	108326
253	15743	108222
254	15793	108076
255	15843	107931
256	15899	107833
257	15952	107707
258	16005	107591
259	16060	107482
260	16104	107300
261	16160	107201
262	16217	107109
263	16274	107014
264	16323	106872
265	16380	106778
266	16428	106634
267	16478	106496
268	16528	106358
269	16582	106250
270	16636	106142
271	16691	106042
272	16746	105935
273	16793	105787
274	16848	105685
275	16900	105564
276	16949	105429
277	17005	105334
278	17058	105224
279	17117	105150
280	17170	105039
281	17231	104974
282	17285	104874
283	17343	104793
284	17395	104675
285	17448	104568
286	17502	104464
287	17559	104381
288	17609	104257
289	17669	104190
290	17726	104107
291	17776	103979
292	17831	103886
293	17881	103758
294	17938	103678
295	17982	103522
296	18034	103408
297	18086	103296
298	18127	103127
299	18178	103009
300	18231	102906
301	18284	102805
302	18331	102667
303	18377	102529
304	18435	102451
305	18485	102332
306	18540	102246
307	18588	102116
308	18645	102037
309	18703	101963
310	18752	101843
311	18804	101736
312	18870	101705
313	18917	101577
314	18974	101497
315	19027	101400
316	19069	101244
317	19125	101159
318	19178	101064
319	19240	101011
320	19287	100886
321	19340	100785
322	19393	100688
323	19446	100595
324	19495	100477
325	19554	100412
326	19602	100292
327	19653	100182
328	19702	100068
329	19762	100011
330	19820	99942
331	19877	99864
332	19933	99786
333	19982	99671
334	20034	99575
335	20084	99466
336	20129	99332
337	20185	99253
338	20238	99162
339	20295	99090
340	20356	99035
341	20411	98954
342	20463	98857
343	20514	98757
344	20566	98660
345	20626	98603
346	20683	98531
347	20742	98465
348	20795	98376
349	20854	98314
350	20908	98227
351	20964	98151
352	21020	98073
353	21073	97986
354	21127	97899
355	21176	97791
356	21213	97628
357	21267	97545
358	21320	97457
359	21372	97363
360	21430	97300
361	21483	97208
362	21544	97159
363	21601	97089
364	21656	97009
365	21707	96914
366	21762	96834
367	21817	96755
368	21879	96709
369	21945	96677
370	21995	96578
371	22048	96492
372	22097	96389
373	22166	96372
374	22238	96367
375	22288	96265
376	22320	96088
377	22375	96011
378	22439	95974
379	22497	95910
380	22554	95842
381	22615	95791
382	22669	95709
383	22727	95643
384	22782	95568
385	22842	95514
386	22898	95440
387	22953	95365
388	23017	95323
389	23074	95258
390	23133	95198
391	23188	95121
392	23251	95074
393	23306	95001
394	23378	94993
395	23432	94914
396	23495	94871
397	23527	94702
398	23592	94664
399	23652	94610
400	23719	94580
401	23780	94531
402	23842	94481
403	23899	94415
404	23963	94374
405	24025	94326
406	24078	94241
407	24128	94147
408	24178	94052
409	24230	93967
410	24281	93875
411	24329	93776
412	24389	93719
413	24446	93650
414	24501	93577
415	24555	93501
416	24609	93420
417	24663	93343
418	24715	93259
419	24772	93192
420	24829	93124
421	24889	93069
422	24955	93038
423	25022	93007
424	25090	92984
425	25146	92912
426	25206	92856
427	25270	92814
428	25320	92723
429	25377	92655
430	25430	92577
431	25497	92545
432	25580	92573
433	25639	92513
434	25701	92464
435	25761	92411
436	25843	92432
437	25905	92383
438	25975	92364
439	26039	92321
440	26102	92276
441	26160	92211
442	26217	92146
443	26265	92045
444	26318	91966
445	26373	91892
446	26435	91844
447	26503	91814
448	26554	91729
449	26619	91689
450	26694	91683
451	26750	91614
452	26807	91546
453	26882	91543
454	26951	91517
455	27029	91521
456	27097	91491
457	27159	91440
458	27233	91430
459	27321	91468
460	27396	91459
461	27463	91426
462	27538	91419
463	27608	91392
464	27681	91378
465	27750	91350
466	27824	91339
467	27919	91395
468	28002	91411
469	28076	91398
470	28148	91378
471	28219	91355
472	28289	91329
473	28361	91308
474	28439	91304
475	28497	91239
476	28577	91244
477	28650	91225
478	28723	91209
479	28793	91180
480	28862	91147
481	28929	91109
482	28998	91077
483	29062	91031
484	29119	90960
485	29176	90892
486	29249	90871
487	29317	90837
488	29380	90785
489	29445	90740
490	29509	90693
491	29582	90671
492	29652	90642
493	29723	90614
494	29774	90525
495	29861	90548
496	29919	90482
497	29994	90466
498	30073	90461
499	30151	90454
500	30222	90425
501	30299	90416
502	30360	90355
503	30419	90293
504	30495	90278
505	30572	90267
506	30659	90286
507	30737	90276
508	30811	90255
509	30879	90217
510	30961	90218
511	31027	90174
512	31098	90143
513	31168	90109
514	31223	90033
515	31289	89987
516	31357	89947
517	31424	89904
518	31496	89877
519	31574	89866
520	31653	89855
521	31730	89842
522	31786	89768
523	31857	89736
524	31924	89692
525	31995	89659
526	32065	89626
527	32140	89603
528	32217	89586
529	32287	89551
530	32368	89547
531	32461	89573
532	32532	89540
533	32596	89486
534	32655	89420
535	32718	89366
536	32784	89318
537	32848	89264
538	32913	89215
539	32974	89153
540	33038	89100
541	33110	89068
542	33176	89020
543	33241	88970
544	33309	88928
545	33375	88878
546	33454	88864
547	33535	88857
548	33606	88821
549	33686	88808
550	33759	88779
551	33828	88739
552	33894	88688
553	33961	88643
554	34026	88590
555	34090	88537
556	34156	88488
557	34228	88454
558	34294	88404
559	34357	88347
560	34427	88307
561	34511	88305
562	34590	88288
563	34677	88293
564	34743	88243
565	34810	88194
566	34875	88142
567	34942	88095
568	35012	88053
569	35071	87985
570	35130	87918
571	35191	87856
572	35255	87800
573	35319	87744
574	35380	87681
575	35441	87618
576	35508	87572
577	35571	87513
578	35641	87471
579	35720	87452
580	35783	87395
581	35864	87381
582	35945	87367
583	36018	87332
584	36087	87288
585	36169	87275
586	36239	87234
587	36303	87178
588	36369	87126
589	36444	87096
590	36508	87039
591	36589	87023
592	36662	86989
593	36734	86951
594	36792	86879
595	36859	86829
596	36919	86763
597	36987	86716
598	37060	86680
599	37129	86634
600	37194	86580
601	37274	86561
602	37388	86619
603	37481	86630
604	37566	86620
605	37666	86645
606	37750	86634
607	37833	86618
608	37909	86587
609	37985	86557
610	38064	86532
611	38133	86486
612	38211	86459
613	38290	86433
614	38355	86377
615	38419	86318
616	38496	86289
617	38567	86246
618	38640	86207
619	38719	86182
620	38796	86152
621	38869	86112
622	38936	86059
623	39000	86001
624	39068	85951
625	39135	85898
626	39204	85850
627	39280	85816
628	39364	85800
629	39428	85740
630	39498	85695
631	39572	85657
632	39644	85614
633	39709	85557
634	39785	85522
635	39850	85465
636	39929	85437
637	39999	85390
638	40072	85350
639	40144	85307
640	40214	85260
641	40291	85226
642	40362	85182
643	40427	85123
644	40499	85080
645	40560	85014
646	40639	84984
647	40719	84958
648	40787	84905
649	40848	84838
650	40905	84764
651	40970	84704
652	41036	84649
653	41096	84580
654	41166	84533
655	41236	84485
656	41303	84430
657	41369	84373
658	41438	84323
659	41507	84272
660	41578	84226
661	41653	84186
662	41725	84142
663	41796	84097
664	41857	84028
665	41923	83972
666	41984	83906
667	42054	83856
668	42122	83803
669	42181	83734
670	42251	83683
671	42326	83644
672	42389	83583
673	42453	83521
674	42522	83470
675	42594	83425
676	42663	83372
677	42744	83346
678	42812	83292
679	42873	83225
680	42942	83173
681	43012	83124
682	43078	83066
683	43136	82994
684	43204	82939
685	43274	82891
686	43346	82844
687	43410	82782
688	43472	82718
689	43535	82654
690	43598	82590
691	43671	82547
692	43743	82499
693	43812	82448
694	43882	82397
695	43953	82349
696	44022	82297
697	44085	82234
698	44146	82167
699	44206	82098
700	44284	82061
701	44343	81992
702	44399	81914
703	44461	81849
704	44529	81794
705	44591	81730
706	44658	81673
707	44721	81610
708	44784	81546
709	44848	81485
710	44920	81437
711	44988	81383
712	45052	81322
713	45115	81258
714	45190	81216
715	45259	81163
716	45330	81114
717	45392	81048
718	45458	80990
719	45545	80969
720	45620	80928
721	45682	80862
722	45749	80805
723	45826	80766
724	45890	80704
725	45949	80633
726	46017	80577
727	46082	80518
728	46146	80456
729	46203	80381
730	46260	80308
731	46324	80244
732	46384	80176
733	46448	80113
734	46508	80045
735	46579	79995
736	46646	79937
737	46712	79879
738	46769	79805
739	46829	79736
740	46890	79668
741	46956	79610
742	47020	79548
743	47081	79481
744	47140	79411
745	47201	79343
746	47261	79275
747	47325	79213
748	47390	79153
749	47454	79090
750	47519	79030
751	47588	78976
752	47661	78928
753	47726	78868
754	47788	78803
755	47846	78730
756	47907	78665
757	47967	78596
758	48034	78538
759	48093	78467
760	48156	78404
761	48220	78341
762	48284	78280
763	48343	78209
764	48406	78146
765	48463	78073
766	48530	78015
767	48593	77951
768	48653	77884
769	48710	77810
770	48769	77740
771	48824	77664
772	48879	77587
773	48939	77519
774	49000	77451
775	49064	77389
776	49132	77335
777	49191	77265
778	49252	77197
779	49315	77134
780	49377	77069
781	49444	77012
782	49513	76957
783	49587	76911
784	49655	76855
785	49733	76814
786	49796	76750
787	49866	76697
788	49926	76630
789	49992	76571
790	50055	76507
791	50122	76449
792	50187	76388
793	50250	76325
794	50320	76271
795	50385	76211
796	50451	76152
797	50517	76093
798	50576	76022
799	50628	75943
800	50692	75880
801	50752	75812
802	50816	75749
803	50875	75680
804	50948	75632
805	51007	75561
806	51078	75509
807	51138	75441
808	51206	75385
809	51269	75321
810	51331	75257
811	51396	75196
812	51468	75145
813	51535	75087
814	51599	75025
815	51668	74969
816	51732	74907
817	51783	74827
818	51846	74762
819	51914	74706
820	51977	74641
821	52043	74583
822	52105	74518
823	52168	74454
824	52226	74382
825	52281	74308
826	52348	74250
827	52406	74178
828	52469	74115
829	52540	74062
830	52596	73989
831	52666	73935
832	52721	73860
833	52790	73805
834	52854	73742
835	52915	73677
836	52975	73609
837	53046	73555
838	53108	73491
839	53172	73428
840	53238	73369
841	53296	73297
842	53357	73231
843	53414	73159
844	53478	73098
845	53537	73029
846	53596	72959
847	53661	72898
848	53741	72857
849	53822	72818
850	53881	72750
851	53947	72689
852	53989	72598
853	54047	72527
854	54109	72462
855	54176	72404
856	54241	72343
857	54323	72305
858	54391	72247
859	54449	72177
860	54510	72110
861	54576	72050
862	54639	71987
863	54700	71920
864	54763	71857
865	54827	71795
866	54887	71727
867	54956	71671
868	55012	71598
869	55076	71535
870	55129	71459
871	55199	71404
872	55273	71355
873	55328	71281
874	55393	71220
875	55460	71161
876	55520	71094
877	55583	71030
878	55656	70980
879	55716	70912
880	55776	70844
881	55850	70794
882	55914	70732
883	55982	70674
884	56046	70612
885	56119	70560
886	56181	70496
887	56233	70419
888	56299	70358
889	56353	70284
890	56411	70213
891	56465	70138
892	56516	70060
893	56570	69985
894	56630	69918
895	56693	69854
896	56753	69787
897	56809	69714
898	56868	69646
899	56926	69576
900	56977	69498
901	57039	69434
902	57097	69364
903	57152	69290
904	57217	69230
905	57278	69163
906	57334	69092
907	57397	69028
908	57449	68951
909	57504	68879
910	57561	68808
911	57622	68742
912	57679	68671
913	57750	68618
914	57809	68550
915	57870	68484
916	57932	68420
917	57990	68350
918	58046	68279
919	58108	68214
920	58168	68147
921	58233	68086
922	58298	68025
923	58361	67961
924	58418	67891
925	58471	67816
926	58533	67752
927	58594	67686
928	58654	67620
929	58718	67558
930	58779	67492
931	58834	67419
932	58895	67354
933	58960	67292
934	59023	67229
935	59081	67161
936	59149	67103
937	59211	67039
938	59267	66967
939	59322	66895
940	59383	66829
941	59447	66767
942	59510	66704
943	59564	66631
944	59620	66560
945	59674	66487
946	59738	66425
947	59790	66350
948	59856	66290
949	59926	66234
950	59983	66164
951	60045	66100
952	60101	66029
953	60160	65961
954	60213	65888
955	60273	65821
956	60332	65754
957	60386	65681
958	60444	65612
959	60491	65532
960	60548	65462
961	60606	65394
962	60660	65321
963	60715	65250
964	60774	65183
965	60836	65118
966	60891	65047
967	60953	64983
968	61007	64911
969	61068	64845
970	61134	64786
971	61195	64721
972	61258	64658
973	61312	64585
974	61372	64519
975	61437	64458
976	61494	64389
977	61550	64320
978	61609	64252
979	61665	64182
980	61723	64114
981	61782	64046
982	61840	63978
983	61909	63922
984	61973	63861
985	62035	63797
986	62096	63732
987	62159	63669
988	62219	63603
989	62276	63534
990	62334	63466
991	62395	63401
992	62450	63331
993	62508	63263
994	62567	63196
995	62622	63125
996	62684	63062
997	62740	62991
998	62799	62925
999	62854	62854
1000	62913	62788
1001	62980	62729
1002	63047	62670
1003	63102	62599
1004	63169	62540
1005	63238	62483
1006	63291	62411
1007	63356	62350
1008	63409	62278
1009	63466	62209
1010	63527	62144
1011	63580	62072
1012	63636	62003
1013	63696	61937
1014	63749	61865
1015	63803	61793
1016	63864	61729
1017	63919	61659
1018	63997	61610
1019	64062	61549
1020	64117	61479
1021	64177	61414
1022	64237	61348
1023	64295	61282
1024	64355	61216
1025	64411	61147
1026	64477	61087
1027	64548	61032
1028	64610	60968
1029	64673	60905
1030	64741	60847
1031	64801	60782
1032	64863	60719
1033	64921	60651
1034	64985	60590
1035	65050	60529
1036	65110	60464
1037	65173	60401
1038	65235	60337
1039	65288	60266
1040	65344	60196
1041	65400	60128
1042	65463	60065
1043	65524	60001
1044	65584	59936
1045	65637	59864
1046	65691	59793
1047	65748	59725
1048	65803	59655
1049	65873	59600
1050	65942	59542
1051	66007	59481
1052	66059	59409
1053	66121	59346
1054	66182	59281
1055	66246	59219
1056	66308	59157
1057	66376	59099
1058	66446	59042
1059	66510	58980
1060	66578	58923
1061	66639	58858
1062	66702	58795
1063	66762	58730
1064	66825	58668
1065	66898	58614
1066	66964	58554
1067	67023	58488
1068	67097	58436
1069	67165	58377
1070	67229	58315
1071	67300	58260
1072	67360	58194
1073	67420	58129
1074	67481	58065
1075	67528	57989
1076	67593	57928
1077	67654	57864
1078	67715	57799
1079	67783	57741
1080	67858	57688
1081	67922	57627
1082	67994	57572
1083	68062	57514
1084	68118	57445
1085	68177	57379
1086	68233	57311
1087	68288	57241
1088	68349	57177
1089	68412	57115
1090	68472	57049
1091	68529	56982
1092	68585	56914
1093	68640	56845
1094	68701	56780
1095	68760	56714
1096	68825	56653
1097	68891	56594
1098	68948	56526
1099	69005	56459
1100	69069	56397
1101	69127	56331
1102	69189	56267
1103	69248	56201
1104	69308	56136
1105	69365	56069
1106	69418	55998
1107	69478	55933
1108	69538	55869
1109	69599	55804
1110	69660	55741
1111	69722	55677
1112	69785	55615
1113	69840	55546
1114	69901	55482
1115	69961	55417
1116	70027	55357
1117	70089	55294
1118	70148	55228
1119	70207	55163
1120	70269	55099
1121	70325	55031
1122	70383	54965
1123	70442	54900
1124	70497	54831
1125	70560	54769
1126	70624	54707
1127	70680	54639
1128	70738	54573
1129	70794	54505
1130	70854	54440
1131	70910	54372
1132	70966	54305
1133	71021	54236
1134	71090	54179
1135	71161	54122
1136	71234	54067
1137	71311	54016
1138	71386	53962
1139	71457	53906
1140	71534	53854
1141	71615	53805
1142	71678	53743
1143	71742	53681
1144	71800	53615
1145	71876	53562
1146	71942	53502
1147	72001	53436
1148	72063	53373
1149	72127	53311
1150	72184	53244
1151	72243	53179
1152	72305	53116
1153	72370	53054
1154	72433	52992
1155	72499	52932
1156	72569	52874
1157	72649	52824
1158	72721	52768
1159	72780	52703
1160	72848	52643
1161	72921	52588
1162	72985	52526
1163	73050	52465
1164	73115	52404
1165	73182	52344
1166	73241	52279
1167	73317	52226
1168	73393	52172
1169	73482	52128
1170	73558	52075
1171	73625	52015
1172	73698	51959
1173	73770	51903
1174	73847	51850
1175	73913	51790
1176	73985	51733
1177	74050	51671
1178	74108	51605
1179	74183	51550
1180	74246	51488
1181	74315	51429
1182	74387	51373
1183	74469	51323
1184	74542	51267
1185	74602	51203
1186	74673	51145
1187	74737	51083
1188	74808	51025
1189	74874	50964
1190	74936	50901
1191	75008	50844
1192	75075	50784
1193	75136	50720
1194	75205	50661
1195	75269	50599
1196	75331	50535
1197	75408	50482
1198	75484	50427
1199	75562	50374
1200	75631	50316
1201	75693	50252
1202	75754	50187
1203	75819	50126
1204	75885	50065
1205	75942	49998
1206	76006	49936
1207	76069	49873
1208	76129	49808
1209	76196	49748
1210	76247	49677
1211	76312	49615
1212	76382	49557
1213	76440	49490
1214	76499	49425
1215	76557	49359
1216	76618	49294
1217	76677	49229
1218	76743	49168
1219	76805	49105
1220	76870	49043
1221	76930	48978
1222	76999	48919
1223	77059	48854
1224	77118	48788
1225	77177	48723
1226	77237	48659
1227	77300	48596
1228	77364	48534
1229	77433	48474
1230	77496	48411
1231	77571	48356
1232	77638	48295
1233	77703	48233
1234	77759	48166
1235	77822	48103
1236	77890	48043
1237	77955	47982
1238	78019	47919
1239	78077	47854
1240	78136	47788
1241	78198	47724
1242	78258	47659
1243	78310	47590
1244	78373	47527
1245	78428	47459
1246	78490	47396
1247	78552	47332
1248	78616	47270
1249	78673	47204
1250	78730	47137
1251	78792	47074
1252	78854	47010
1253	78919	46949
1254	78973	46880
1255	79035	46817
1256	79095	46752
1257	79154	46687
1258	79215	46622
1259	79275	46558
1260	79330	46490
1261	79393	46428
1262	79452	46362
1263	79513	46299
1264	79569	46231
1265	79626	46165
1266	79681	46098
1267	79744	46035
1268	79805	45971
1269	79868	45908
1270	79931	45846
1271	79993	45782
1272	80053	45717
1273	80112	45652
1274	80173	45588
1275	80232	45523
1276	80291	45458
1277	80350	45393
1278	80408	45327
1279	80464	45261
1280	80525	45197
1281	80588	45134
1282	80651	45072
1283	80706	45004
1284	80767	44940
1285	80822	44873
1286	80884	44809
1287	80946	44746
1288	81010	44684
1289	81068	44619
1290	81119	44549
1291	81182	44487
1292	81244	44423
1293	81305	44359
1294	81362	44294
1295	81426	44231
1296	81484	44166
1297	81544	44101
1298	81600	44035
1299	81658	43969
1300	81712	43902
1301	81772	43838
1302	81825	43770
1303	81883	43704
1304	81944	43640
1305	82001	43574
1306	82052	43506
1307	82118	43444
1308	82176	43379
1309	82230	43312
1310	82291	43248
1311	82348	43182
1312	82401	43115
1313	82456	43048
1314	82513	42982
1315	82575	42918
1316	82630	42852
1317	82688	42787
1318	82749	42723
1319	82806	42658
1320	82862	42591
1321	82914	42523
1322	82969	42456
1323	83022	42389
1324	83083	42325
1325	83144	42262
1326	83199	42195
1327	83258	42130
1328	83320	42067
1329	83374	42000
1330	83420	41929
1331	83480	41865
1332	83542	41802
1333	83604	41739
1334	83662	41674
1335	83718	41608
1336	83775	41542
1337	83843	41483
1338	83910	41422
1339	83985	41365
1340	84043	41300
1341	84105	41238
1342	84166	41174
1343	84249	41121
1344	84312	41059
1345	84367	40992
1346	84422	40926
1347	84473	40858
1348	84533	40794
1349	84583	40725
1350	84644	40662
1351	84703	40597
1352	84757	40530
1353	84817	40466
1354	84873	40401
1355	84937	40339
1356	84991	40272
1357	85045	40205
1358	85102	40140
1359	85162	40076
1360	85220	40011
1361	85277	39946
1362	85326	39877
1363	85384	39812
1364	85443	39748
1365	85502	39684
1366	85563	39620
1367	85613	39552
1368	85673	39488
1369	85729	39423
1370	85786	39357
1371	85842	39292
1372	85897	39226
1373	85952	39160
1374	86013	39097
1375	86076	39034
1376	86135	38970
1377	86196	38907
1378	86257	38844
1379	86321	38781
1380	86379	38717
1381	86441	38654
1382	86503	38591
1383	86566	38529
1384	86625	38465
1385	86681	38400
1386	86739	38335
1387	86802	38273
1388	86861	38209
1389	86922	38145
1390	86974	38078
1391	87032	38014
1392	87091	37950
1393	87147	37884
1394	87204	37819
1395	87262	37755
1396	87318	37689
1397	87371	37623
1398	87423	37556
1399	87482	37492
1400	87549	37431
1401	87606	37367
1402	87664	37302
1403	87724	37239
1404	87787	37176
1405	87847	37113
1406	87915	37053
1407	87966	36985
1408	88023	36921
1409	88077	36855
1410	88141	36793
1411	88201	36729
1412	88262	36666
1413	88315	36600
1414	88370	36534
1415	88437	36474
1416	88495	36409
1417	88556	36347
1418	88616	36283
1419	88670	36217
1420	88728	36153
1421	88782	36087
1422	88830	36019
1423	88888	35954
1424	88939	35887
1425	88991	35821
1426	89049	35757
1427	89106	35692
1428	89162	35627
1429	89216	35561
1430	89276	35498
1431	89334	35434
1432	89390	35369
1433	89449	35305
1434	89509	35242
1435	89568	35178
1436	89629	35115
1437	89684	35050
1438	89740	34985
1439	89803	34923
1440	89860	34859
1441	89917	34794
1442	89975	34730
1443	90037	34668
1444	90095	34604
1445	90155	34541
1446	90209	34475
1447	90267	34411
1448	90324	34346
1449	90382	34282
1450	90439	34218
1451	90497	34154
1452	90556	34091
1453	90615	34027
1454	90669	33961
1455	90728	33898
1456	90783	33833
1457	90841	33769
1458	90897	33704
1459	90951	33639
1460	91009	33575
1461	91067	33511
1462	91129	33449
1463	91182	33383
1464	91243	33320
1465	91292	33253
1466	91348	33189
1467	91404	33124
1468	91466	33062
1469	91528	33000
1470	91584	32935
1471	91639	32870
1472	91692	32805
1473	91751	32741
1474	91814	32679
1475	91877	32617
1476	91934	32553
1477	91985	32487
1478	92042	32423
1479	92095	32357
1480	92150	32293
1481	92207	32228
1482	92260	32163
1483	92317	32099
1484	92374	32035
1485	92430	31971
1486	92491	31908
1487	92549	31845
1488	92607	31781
1489	92667	31718
1490	92728	31655
1491	92787	31592
1492	92844	31528
1493	92907	31466
1494	92968	31404
1495	93027	31340
1496	93085	31277
1497	93145	31214
1498	93199	31149
1499	93263	31087
1500	93323	31025
1501	93382	30961
1502	93432	30895
1503	93495	30833
1504	93558	30771
1505	93619	30709
1506	93681	30646
1507	93737	30582
1508	93798	30520
1509	93859	30457
1510	93915	30393
1511	93972	30329
1512	94030	30266
1513	94091	30203
1514	94146	30139
1515	94199	30074
1516	94256	30010
1517	94303	29943
1518	94386	29887
1519	94443	29824
1520	94502	29761
1521	94563	29698
1522	94621	29635
1523	94680	29572
1524	94731	29506
1525	94789	29443
1526	94845	29379
1527	94905	29316
1528	94961	29252
1529	95019	29188
1530	95077	29125
1531	95132	29061
1532	95192	28998
1533	95243	28933
1534	95304	28870
1535	95369	28809
1536	95428	28746
1537	95484	28682
1538	95543	28619
1539	95605	28557
1540	95659	28493
1541	95717	28429
1542	95769	28364
1543	95826	28301
1544	95887	28238
1545	95947	28175
1546	96001	28111
1547	96057	28047
1548	96116	27984
1549	96175	27922
1550	96235	27859
1551	96292	27795
1552	96352	27733
1553	96403	27668
1554	96462	27605
1555	96519	27541
1556	96585	27480
1557	96637	27415
1558	96700	27354
1559	96768	27293
1560	96831	27231
1561	96896	27170
1562	96959	27109
1563	97020	27046
1564	97083	26984
1565	97147	26923
1566	97208	26861
1567	97273	26799
1568	97332	26737
1569	97386	26672
1570	97448	26610
1571	97508	26548
1572	97569	26485
1573	97629	26423
1574	97688	26360
1575	97745	26296
1576	97802	26233
1577	97862	26171
1578	97921	26108
1579	97975	26044
1580	98034	25981
1581	98097	25919
1582	98152	25855
1583	98212	25793
1584	98269	25729
1585	98330	25667
1586	98392	25605
1587	98451	25542
1588	98508	25479
1589	98564	25415
1590	98620	25352
1591	98698	25294
1592	98749	25229
1593	98809	25167
1594	98871	25105
1595	98931	25042
1596	98995	24981
1597	99055	24918
1598	99121	24857
1599	99192	24798
1600	99265	24738
1601	99331	24677
1602	99399	24617
1603	99464	24555
1604	99533	24495
1605	99593	24433
1606	99654	24371
1607	99707	24306
1608	99759	24242
1609	99815	24178
1610	99868	24114
1611	99947	24056
1612	100025	23998
1613	100088	23936
1614	100147	23874
1615	100214	23813
1616	100280	23752
1617	100346	23691
1618	100409	23629
1619	100469	23567
1620	100535	23505
1621	100597	23443
1622	100655	23380
1623	100711	23317
1624	100771	23254
1625	100837	23193
1626	100894	23130
1627	100959	23069
1628	101024	23007
1629	101079	22944
1630	101140	22882
1631	101191	22817
1632	101250	22755
1633	101300	22690
1634	101355	22626
1635	101410	22563
1636	101472	22501
1637	101531	22438
1638	101587	22375
1639	101650	22313
1640	101705	22249
1641	101769	22188
1642	101831	22126
1643	101891	22063
1644	101944	22000
1645	101995	21935
1646	102090	21880
1647	102154	21819
1648	102213	21756
1649	102275	21694
1650	102332	21631
1651	102393	21569
1652	102465	21509
1653	102519	21446
1654	102577	21383
1655	102643	21322
1656	102701	21259
1657	102767	21198
1658	102830	21136
1659	102890	21073
1660	102946	21010
1661	103000	20947
1662	103059	20884
1663	103114	20821
1664	103166	20757
